RES,INVPLANT,LATITUDE,LONGITUDE,COM_NAME
Brookside,Acer platanoides,41.44676179,-81.72429784,Norway Maple
Cleveland Metroparks Zoo,Acer platanoides,41.44220732,-81.71259328,Norway Maple
Cleveland Metroparks Zoo,Acer platanoides,41.44535263,-81.71061249,Norway Maple
Brecksville,Acer platanoides,41.28494406,-81.58885436,Norway Maple
Bedford,Acer platanoides,41.36172188,-81.5594689,Norway Maple
Mill Stream Run,Acer platanoides,41.32361968,-81.8197307,Norway Maple
Euclid Creek,Acer platanoides,41.55958399,-81.53313568,Norway Maple
Rocky River,Acer platanoides,41.43034827,-81.85397301,Norway Maple
Rocky River,Acer platanoides,41.4134373,-81.88561363,Norway Maple
Mill Stream Run,Acer platanoides,41.35201819,-81.84551169,Norway Maple
South Chagrin,Acer platanoides,41.40894499,-81.42503995,Norway Maple
Bradley Woods,Acer platanoides,41.41812431,-81.94415281,Norway Maple
Rocky River,Acer platanoides,41.44015809,-81.82696623,Norway Maple
Rocky River,Acer platanoides,41.45671024,-81.81942029,Norway Maple
Garfield Park,Acer platanoides,41.4430098,-81.62357521,Norway Maple
Rocky River,Acer platanoides,41.48043551,-81.83044454,Norway Maple
Rocky River,Acer platanoides,41.46617329,-81.8296365,Norway Maple
North Chagrin,Acer platanoides,41.5321933,-81.40991729,Norway Maple
South Chagrin,Acer platanoides,41.43465549,-81.41721082,Norway Maple
Bradley Woods,Acer platanoides,41.42283713,-81.9586495,Norway Maple
South Chagrin,Acer platanoides,41.43939891,-81.40213763,Norway Maple
Euclid Creek,Acer platanoides,41.55145622,-81.52895322,Norway Maple
Huntington,Acer platanoides,41.48759238,-81.93576244,Norway Maple
Rocky River,Acer platanoides,41.44770561,-81.83737029,Norway Maple
Big Creek,Acer platanoides,41.37632737,-81.84038322,Norway Maple
Brecksville,Aegopodium podagraria,41.31728398,-81.59776693,Bishop's Goutweed
Brecksville,Aegopodium podagraria,41.31659684,-81.59241004,Bishop's Goutweed
South Chagrin,Aegopodium podagraria,41.43625578,-81.41014363,Bishop's Goutweed
South Chagrin,Aegopodium podagraria,41.43231373,-81.41457423,Bishop's Goutweed
South Chagrin,Aegopodium podagraria,41.43538575,-81.41344109,Bishop's Goutweed
South Chagrin,Aegopodium podagraria,41.43152578,-81.41715632,Bishop's Goutweed
Euclid Creek,Aegopodium podagraria,41.55189008,-81.53071362,Bishop's Goutweed
Rocky River,Aegopodium podagraria,41.4708111,-81.82426353,Bishop's Goutweed
Brecksville,Aegopodium podagraria,41.31929194,-81.60646734,Bishop's Goutweed
North Chagrin,Aegopodium podagraria,41.54376567,-81.41485942,Bishop's Goutweed
Brecksville,Aegopodium podagraria,41.31774155,-81.59245186,Bishop's Goutweed
North Chagrin,Aegopodium podagraria,41.57120807,-81.41581787,Bishop's Goutweed
Ohio & Erie Canal,Ailanthus altissima,41.43930652,-81.67219614,Tree of Heaven
Brookside,Ailanthus altissima,41.4489228,-81.7294966,Tree of Heaven
Brookside,Ailanthus altissima,41.44677697,-81.7247001,Tree of Heaven
Garfield Park,Ailanthus altissima,41.44492439,-81.62707314,Tree of Heaven
Cleveland Metroparks Zoo,Ailanthus altissima,41.44410361,-81.71218697,Tree of Heaven
Rocky River,Ailanthus altissima,41.39877,-81.88129,Tree of Heaven
Cleveland Metroparks Zoo,Ailanthus altissima,41.44398554,-81.71127585,Tree of Heaven
Bedford,Ailanthus altissima,41.38399903,-81.52725201,Tree of Heaven
Euclid Creek,Ailanthus altissima,41.55171504,-81.53038061,Tree of Heaven
Euclid Creek,Ailanthus altissima,41.56645068,-81.53467965,Tree of Heaven
Big Creek,Ailanthus altissima,41.36188715,-81.82953253,Tree of Heaven
Bedford,Ailanthus altissima,41.37305822,-81.50599207,Tree of Heaven
Bedford,Ailanthus altissima,41.38484521,-81.52516569,Tree of Heaven
Bedford,Ailanthus altissima,41.38472669,-81.52343134,Tree of Heaven
Mill Stream Run,Ailanthus altissima,41.30714646,-81.79443007,Tree of Heaven
Euclid Creek,Ailanthus altissima,41.55935036,-81.53315025,Tree of Heaven
Rocky River,Ailanthus altissima,41.41553304,-81.87238196,Tree of Heaven
Rocky River,Ailanthus altissima,41.48066019,-81.83032013,Tree of Heaven
Garfield Park,Ailanthus altissima,41.4324848,-81.60557522,Tree of Heaven
Huntington,Ailanthus altissima,41.48799219,-81.93659289,Tree of Heaven
Rocky River,Ailanthus altissima,41.4484983,-81.83912364,Tree of Heaven
Ohio & Erie Canal,Alliaria petiolata,41.42698004,-81.66406987,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.41762382,-81.63928363,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.41828283,-81.63742715,Garlic Mustard
Rocky River,Alliaria petiolata,41.39384548,-81.87990163,Garlic Mustard
Rocky River,Alliaria petiolata,41.39370559,-81.8850339,Garlic Mustard
Cleveland Metroparks Zoo,Alliaria petiolata,41.44230674,-81.7157487,Garlic Mustard
Rocky River,Alliaria petiolata,41.37847268,-81.86583045,Garlic Mustard
Cleveland Metroparks Zoo,Alliaria petiolata,41.44336339,-81.71113783,Garlic Mustard
Rocky River,Alliaria petiolata,41.45175098,-81.83266316,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.41301429,-81.94614055,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.41891549,-81.95496207,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.42267583,-81.95190743,Garlic Mustard
Brecksville,Alliaria petiolata,41.31864547,-81.61481729,Garlic Mustard
Brecksville,Alliaria petiolata,41.31369568,-81.60135068,Garlic Mustard
Hinckley,Alliaria petiolata,41.210227,-81.710532,Garlic Mustard
Rocky River,Alliaria petiolata,41.4190925,-81.85970348,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.41713769,-81.94866845,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.40819349,-81.62816926,Garlic Mustard
Brecksville,Alliaria petiolata,41.31776276,-81.60547717,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43604785,-81.40987784,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.34469575,-81.83576493,Garlic Mustard
Other Residential,Alliaria petiolata,41.29415808,-81.7588796,Garlic Mustard
Euclid Creek,Alliaria petiolata,41.56653607,-81.53446334,Garlic Mustard
Big Creek,Alliaria petiolata,41.40892713,-81.75362942,Garlic Mustard
Big Creek,Alliaria petiolata,41.408975,-81.75342801,Garlic Mustard
Rocky River,Alliaria petiolata,41.40566582,-81.88947186,Garlic Mustard
Rocky River,Alliaria petiolata,41.38651673,-81.8632608,Garlic Mustard
Bedford,Alliaria petiolata,41.37513934,-81.57354176,Garlic Mustard
Hinckley,Alliaria petiolata,41.219791,-81.731777,Garlic Mustard
Hinckley,Alliaria petiolata,41.21878373,-81.69139951,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43257043,-81.41449491,Garlic Mustard
Garfield Park,Alliaria petiolata,41.4326997,-81.60771126,Garlic Mustard
Rocky River,Alliaria petiolata,41.39924021,-81.88399511,Garlic Mustard
Hinckley,Alliaria petiolata,41.211768,-81.717336,Garlic Mustard
Rocky River,Alliaria petiolata,41.40254208,-81.89126109,Garlic Mustard
Rocky River,Alliaria petiolata,41.40362566,-81.89267401,Garlic Mustard
South Chagrin,Alliaria petiolata,41.42373377,-81.42104854,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.428997,-81.667556,Garlic Mustard
Big Creek,Alliaria petiolata,41.4448787,-81.75536898,Garlic Mustard
Hinckley,Alliaria petiolata,41.22165444,-81.70480678,Garlic Mustard
Rocky River,Alliaria petiolata,41.45858385,-81.82104498,Garlic Mustard
Rocky River,Alliaria petiolata,41.41158981,-81.88420062,Garlic Mustard
North Chagrin,Alliaria petiolata,41.57742628,-81.42491171,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43557993,-81.41332312,Garlic Mustard
Garfield Park,Alliaria petiolata,41.43086198,-81.60505234,Garlic Mustard
South Chagrin,Alliaria petiolata,41.44409526,-81.40718898,Garlic Mustard
Rocky River,Alliaria petiolata,41.43210214,-81.84821527,Garlic Mustard
Bedford,Alliaria petiolata,41.37363079,-81.56544561,Garlic Mustard
Cleveland Metroparks Zoo,Alliaria petiolata,41.44238914,-81.71225097,Garlic Mustard
Hinckley,Alliaria petiolata,41.211902,-81.724068,Garlic Mustard
North Chagrin,Alliaria petiolata,41.57591389,-81.42095563,Garlic Mustard
Rocky River,Alliaria petiolata,41.44397947,-81.82995198,Garlic Mustard
Rocky River,Alliaria petiolata,41.42000058,-81.86065777,Garlic Mustard
Rocky River,Alliaria petiolata,41.45076321,-81.83677307,Garlic Mustard
Bedford,Alliaria petiolata,41.35205415,-81.59043101,Garlic Mustard
Rocky River,Alliaria petiolata,41.47747429,-81.83111801,Garlic Mustard
Rocky River,Alliaria petiolata,41.41566969,-81.87541544,Garlic Mustard
Big Creek,Alliaria petiolata,41.40130666,-81.75942615,Garlic Mustard
Rocky River,Alliaria petiolata,41.43515611,-81.84628509,Garlic Mustard
Rocky River,Alliaria petiolata,41.39565252,-81.88524781,Garlic Mustard
Rocky River,Alliaria petiolata,41.43678227,-81.84463828,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41772778,-81.42976465,Garlic Mustard
Rocky River,Alliaria petiolata,41.44310995,-81.84371881,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.44062682,-81.67495914,Garlic Mustard
Bedford,Alliaria petiolata,41.38361168,-81.5119603,Garlic Mustard
Cleveland Metroparks Zoo,Alliaria petiolata,41.44257175,-81.71688937,Garlic Mustard
Hinckley,Alliaria petiolata,41.21889608,-81.70061118,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43172962,-81.41581698,Garlic Mustard
Rocky River,Alliaria petiolata,41.39132227,-81.8708163,Garlic Mustard
Hinckley,Alliaria petiolata,41.20453393,-81.71636478,Garlic Mustard
Rocky River,Alliaria petiolata,41.39013906,-81.87140103,Garlic Mustard
Euclid Creek,Alliaria petiolata,41.55179615,-81.53033792,Garlic Mustard
Bedford,Alliaria petiolata,41.38393424,-81.53197126,Garlic Mustard
Huntington,Alliaria petiolata,41.48578952,-81.93206012,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.43731023,-81.65850223,Garlic Mustard
North Chagrin,Alliaria petiolata,41.55604375,-81.41877808,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.34639463,-81.84847547,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.3508532,-81.83664772,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.35013025,-81.83619781,Garlic Mustard
Brecksville,Alliaria petiolata,41.314006,-81.61976304,Garlic Mustard
Brecksville,Alliaria petiolata,41.31446261,-81.61832845,Garlic Mustard
North Chagrin,Alliaria petiolata,41.55998284,-81.41588571,Garlic Mustard
Brecksville,Alliaria petiolata,41.28531067,-81.58876074,Garlic Mustard
Rocky River,Alliaria petiolata,41.44929497,-81.82846646,Garlic Mustard
Bedford,Alliaria petiolata,41.36153106,-81.56064626,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43797323,-81.40189722,Garlic Mustard
Euclid Creek,Alliaria petiolata,41.55873775,-81.5337706,Garlic Mustard
Hinckley,Alliaria petiolata,41.2159237,-81.68547185,Garlic Mustard
Brecksville,Alliaria petiolata,41.36994918,-81.61990198,Garlic Mustard
Brecksville,Alliaria petiolata,41.30219151,-81.60950209,Garlic Mustard
Rocky River,Alliaria petiolata,41.43007607,-81.8530661,Garlic Mustard
Bedford,Alliaria petiolata,41.3809144,-81.51504974,Garlic Mustard
North Chagrin,Alliaria petiolata,41.54415546,-81.41547526,Garlic Mustard
Brecksville,Alliaria petiolata,41.29072993,-81.59123658,Garlic Mustard
Bedford,Alliaria petiolata,41.37126143,-81.56156684,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41773948,-81.41637284,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.40801001,-81.95292973,Garlic Mustard
Hinckley,Alliaria petiolata,41.22607012,-81.70982933,Garlic Mustard
Rocky River,Alliaria petiolata,41.42117718,-81.85828619,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41535114,-81.457114,Garlic Mustard
North Chagrin,Alliaria petiolata,41.55270411,-81.41902596,Garlic Mustard
South Chagrin,Alliaria petiolata,41.42266462,-81.41941316,Garlic Mustard
Brecksville,Alliaria petiolata,41.30672355,-81.59813782,Garlic Mustard
Rocky River,Alliaria petiolata,41.38576205,-81.8660223,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41478194,-81.42398376,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.41741509,-81.96597386,Garlic Mustard
Brecksville,Alliaria petiolata,41.30554747,-81.75833347,Garlic Mustard
Rocky River,Alliaria petiolata,41.41344729,-81.88513668,Garlic Mustard
Brecksville,Alliaria petiolata,41.30259049,-81.73751617,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.33831249,-81.82798028,Garlic Mustard
South Chagrin,Alliaria petiolata,41.42073083,-81.41661948,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.35156679,-81.84614771,Garlic Mustard
North Chagrin,Alliaria petiolata,41.58675839,-81.41963331,Garlic Mustard
Bradley Woods,Alliaria petiolata,41.41835475,-81.94433385,Garlic Mustard
Hinckley,Alliaria petiolata,41.21680442,-81.70259251,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41493269,-81.47118419,Garlic Mustard
Big Creek,Alliaria petiolata,41.35013172,-81.82431789,Garlic Mustard
Bedford,Alliaria petiolata,41.3514008,-81.57607027,Garlic Mustard
Brecksville,Alliaria petiolata,41.3113186,-81.59776676,Garlic Mustard
Bedford,Alliaria petiolata,41.38801663,-81.55359386,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41453294,-81.43325426,Garlic Mustard
Hinckley,Alliaria petiolata,41.21226567,-81.70933286,Garlic Mustard
Euclid Creek,Alliaria petiolata,41.54720517,-81.52703655,Garlic Mustard
Hinckley,Alliaria petiolata,41.22198152,-81.72723553,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.29814557,-81.76762749,Garlic Mustard
Brecksville,Alliaria petiolata,41.31298189,-81.61448038,Garlic Mustard
Bedford,Alliaria petiolata,41.38210608,-81.50006953,Garlic Mustard
Rocky River,Alliaria petiolata,41.44029105,-81.82685947,Garlic Mustard
North Chagrin,Alliaria petiolata,41.58568586,-81.42613155,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.31753012,-81.79993077,Garlic Mustard
Garfield Park,Alliaria petiolata,41.424362,-81.60062911,Garlic Mustard
Hinckley,Alliaria petiolata,41.22415132,-81.71310251,Garlic Mustard
South Chagrin,Alliaria petiolata,41.39697747,-81.47886189,Garlic Mustard
North Chagrin,Alliaria petiolata,41.54822729,-81.42946234,Garlic Mustard
Brecksville,Alliaria petiolata,41.32407827,-81.61168292,Garlic Mustard
Brecksville,Alliaria petiolata,41.34441495,-81.59305332,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.33576235,-81.82563767,Garlic Mustard
Brecksville,Alliaria petiolata,41.32063827,-81.61309707,Garlic Mustard
Rocky River,Alliaria petiolata,41.41882501,-81.8682371,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.43485593,-81.65948614,Garlic Mustard
Ohio & Erie Canal,Alliaria petiolata,41.43834462,-81.67167751,Garlic Mustard
Hinckley,Alliaria petiolata,41.21924921,-81.69855146,Garlic Mustard
Rocky River,Alliaria petiolata,41.46613444,-81.83066559,Garlic Mustard
Rocky River,Alliaria petiolata,41.44247647,-81.84535501,Garlic Mustard
Bedford,Alliaria petiolata,41.35296827,-81.58001977,Garlic Mustard
South Chagrin,Alliaria petiolata,41.45251782,-81.40689587,Garlic Mustard
Bedford,Alliaria petiolata,41.36946755,-81.55333381,Garlic Mustard
South Chagrin,Alliaria petiolata,41.43466654,-81.41744112,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.33554457,-81.83704769,Garlic Mustard
Hinckley,Alliaria petiolata,41.22004685,-81.72158709,Garlic Mustard
Bedford,Alliaria petiolata,41.37987703,-81.57007095,Garlic Mustard
Hinckley,Alliaria petiolata,41.22356588,-81.69741233,Garlic Mustard
Rocky River,Alliaria petiolata,41.43112383,-81.84185509,Garlic Mustard
Garfield Park,Alliaria petiolata,41.43259916,-81.60598731,Garlic Mustard
Rocky River,Alliaria petiolata,41.41369822,-81.87404272,Garlic Mustard
Bedford,Alliaria petiolata,41.3551513,-81.58615593,Garlic Mustard
Bedford,Alliaria petiolata,41.3732793,-81.55525796,Garlic Mustard
South Chagrin,Alliaria petiolata,41.41718422,-81.42756996,Garlic Mustard
North Chagrin,Alliaria petiolata,41.5711058,-81.41581956,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.32457387,-81.81198184,Garlic Mustard
Rocky River,Alliaria petiolata,41.41231848,-81.88290487,Garlic Mustard
Mill Stream Run,Alliaria petiolata,41.35512231,-81.8447435,Garlic Mustard
Huntington,Alliaria petiolata,41.48772407,-81.93632315,Garlic Mustard
Bedford,Alliaria petiolata,41.3825164,-81.53675503,Garlic Mustard
Brecksville,Alliaria petiolata,41.30117043,-81.69766671,Garlic Mustard
Big Creek,Alliaria petiolata,41.3764411,-81.84017227,Garlic Mustard
Lakefront,Alliaria petiolata,41.49231839,-81.73654967,Garlic Mustard
Bradley Woods,Alnus glutinosa,41.42077149,-81.9554876,European Alder
Bedford,Alnus glutinosa,41.38431855,-81.52244687,European Alder
Bradley Woods,Alnus glutinosa,41.41729014,-81.94966328,European Alder
Brecksville,Alnus glutinosa,41.31183885,-81.59138688,European Alder
Bedford,Alnus glutinosa,41.3760684,-81.49040908,European Alder
North Chagrin,Alnus glutinosa,41.56091244,-81.43562968,European Alder
Mill Stream Run,Alnus glutinosa,41.339371,-81.843518,European Alder
Bedford,Alnus glutinosa,41.38360429,-81.51982858,European Alder
Bedford,Alnus glutinosa,41.38281947,-81.50518011,European Alder
Brecksville,Alnus glutinosa,41.32714159,-81.59162183,European Alder
Mill Stream Run,Alnus glutinosa,41.3508501,-81.83610741,European Aldur
Bedford,Alnus glutinosa,41.38000941,-81.56568851,European Alder
Brecksville,Alnus glutinosa,41.28909197,-81.5768851,European Alder
Brookside,Ampelopsis brevipedunculata,41.44803898,-81.72228436,Porcelain Berry
Euclid Creek,Ampelopsis brevipedunculata,41.55688437,-81.53422863,Porcelain Berry
Garfield Park,Aralia spinosa,41.43323201,-81.60822827,Devil's Walking Stick
North Chagrin,Artemisia vulgaris,41.55851638,-81.41848107,Mugwort
South Chagrin,Artemisia vulgaris,41.41034697,-81.42244719,Mugwort
North Chagrin,Artemisia vulgaris,41.57335123,-81.41901524,Mugwort
North Chagrin,Artemisia vulgaris,41.55181695,-81.42231149,Mugwort
South Chagrin,Berberis thunbergii,41.43704987,-81.41525252,Japanese Barberry
Rocky River,Berberis thunbergii,41.39367353,-81.87957294,Japanese Barberry
Cleveland Metroparks Zoo,Berberis thunbergii,41.44223845,-81.71580344,Japanese Barberry
Rocky River,Berberis thunbergii,41.37936747,-81.86590003,Japanese Barberry
Brecksville,Berberis thunbergii,41.31866682,-81.61428362,Japanese Barberry
Brecksville,Berberis thunbergii,41.31753952,-81.59225824,Japanese Barberry
Brecksville,Berberis thunbergii,41.31860733,-81.60677178,Japanese Barberry
Big Creek,Berberis thunbergii,41.40908714,-81.75365404,Japanese Barberry
Brecksville,Berberis thunbergii,41.30304774,-81.58776937,Japanese Barberry
Rocky River,Berberis thunbergii,41.40353458,-81.8932736,Japanese Barberry
Rocky River,Berberis thunbergii,41.43193137,-81.84751938,Japanese Barberry
Bedford,Berberis thunbergii,41.37322853,-81.56554428,Japanese Barberry
Cleveland Metroparks Zoo,Berberis thunbergii,41.44283396,-81.71294664,Japanese Barberry
Brecksville,Berberis thunbergii,41.301819,-81.608517,Japanese Barberry
Rocky River,Berberis thunbergii,41.45117251,-81.83758538,Japanese Barberry
Bedford,Berberis thunbergii,41.351872,-81.59069285,Japanese Barberry
Rocky River,Berberis thunbergii,41.4155175,-81.87557075,Japanese Barberry
Bedford,Berberis thunbergii,41.374304,-81.578417,Japanese Barberry
Brecksville,Berberis thunbergii,41.32261824,-81.60965092,Japanese Barberry
Rocky River,Berberis thunbergii,41.39168194,-81.8719602,Japanese Barberry
Euclid Creek,Berberis thunbergii,41.55176627,-81.53010738,Japanese Barberry
Euclid Creek,Berberis thunbergii,41.56653607,-81.53446334,Japanese Barberry
Huntington,Berberis thunbergii,41.48999456,-81.93078761,Japanese Barberry
Bedford,Berberis thunbergii,41.38393489,-81.53241905,Japanese Barberry
Bedford,Berberis thunbergii,41.37126025,-81.55631205,Japanese Barberry
South Chagrin,Berberis thunbergii,41.43072878,-81.41752082,Japanese Barberry
South Chagrin,Berberis thunbergii,41.41582174,-81.42063793,Japanese Barberry
West Creek,Berberis thunbergii,41.38368824,-81.69681511,Japanese Barberry
Bedford,Berberis thunbergii,41.37146481,-81.5609774,Japanese Barberry
West Creek,Berberis thunbergii,41.38933851,-81.68503658,Japanese Barberry
West Creek,Berberis thunbergii,41.39171043,-81.69085472,Japanese Barberry
Mill Stream Run,Berberis thunbergii,41.34919225,-81.83647745,Japanese Barberry
Mill Stream Run,Berberis thunbergii,41.30280986,-81.80238889,Japanese Barberry
Bradley Woods,Butomus umbellatus,41.41804022,-81.94978161,Flowering Rush
Rocky River,Celastrus orbiculatus,41.39527113,-81.88566905,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.42449107,-81.41781265,Oriental Bittersweet
Euclid Creek,Celastrus orbiculatus,41.541349,-81.525277,Oriental Bittersweet
Brecksville,Celastrus orbiculatus,41.31723592,-81.59229619,Oriental Bittersweet
Brecksville,Celastrus orbiculatus,41.31446109,-81.61812915,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.43796646,-81.40206375,Oriental Bittersweet
North Chagrin,Celastrus orbiculatus,41.54422042,-81.41617428,Oriental Bittersweet
Rocky River,Celastrus orbiculatus,41.39315839,-81.88500646,Oriental Bittersweet
Bedford,Celastrus orbiculatus,41.37119537,-81.56268717,Oriental Bittersweet
North Chagrin,Celastrus orbiculatus,41.55203295,-81.4195705,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.42327379,-81.41938095,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.42019329,-81.4176155,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.41488883,-81.43337047,Oriental Bittersweet
North Chagrin,Celastrus orbiculatus,41.54765292,-81.42873826,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.42401498,-81.42263711,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.40964241,-81.42813099,Oriental Bittersweet
Rocky River,Celastrus orbiculatus,41.41908664,-81.86722532,Oriental Bittersweet
Ohio & Erie Canal,Celastrus orbiculatus,41.43448056,-81.65952977,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.45219339,-81.40747509,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.43497076,-81.41715834,Oriental Bittersweet
Bradley Woods,Celastrus orbiculatus,41.42277225,-81.95808876,Oriental Bittersweet
Rocky River,Celastrus orbiculatus,41.41397584,-81.87439452,Oriental Bittersweet
South Chagrin,Celastrus orbiculatus,41.41748888,-81.42781312,Oriental Bittersweet
North Chagrin,Celastrus orbiculatus,41.57149443,-81.41648231,Oriental Bittersweet
Brecksville,Centaurea jacea,41.314672,-81.614333,Brown Knapweed
Rocky River,Centaurea jacea,41.439692,-81.845628,Brown Knapweed
Ohio & Erie Canal,Cirsium arvense,41.41043083,-81.62900254,Canada Thistle
South Chagrin,Cirsium arvense,41.43707121,-81.41590972,Canada Thistle
Rocky River,Cirsium arvense,41.45153096,-81.83273903,Canada Thistle
Bradley Woods,Cirsium arvense,41.42062639,-81.95569671,Canada Thistle
Brookside,Cirsium arvense,41.44889791,-81.72168086,Canada Thistle
Brookside,Cirsium arvense,41.44892608,-81.73265316,Canada Thistle
Brecksville,Cirsium arvense,41.31883127,-81.59223798,Canada Thistle
Bedford,Cirsium arvense,41.38297566,-81.56402263,Canada Thistle
Brookside,Cirsium arvense,41.44829217,-81.72076552,Canada Thistle
South Chagrin,Cirsium arvense,41.43220971,-81.41467195,Canada Thistle
Brecksville,Cirsium arvense,41.31916374,-81.59217036,Canada Thistle
Brecksville,Cirsium arvense,41.31947193,-81.59513532,Canada Thistle
Mill Stream Run,Cirsium arvense,41.30477387,-81.78065033,Canada Thistle
Brookside,Cirsium arvense,41.44695912,-81.72444964,Canada Thistle
South Chagrin,Cirsium arvense,41.43563621,-81.41316027,Canada Thistle
Rocky River,Cirsium arvense,41.47614482,-81.82392103,Canada Thistle
Ohio & Erie Canal,Cirsium arvense,41.43552339,-81.65772439,Canada Thistle
Garfield Park,Cirsium arvense,41.43124211,-81.60645981,Canada Thistle
South Chagrin,Cirsium arvense,41.44649399,-81.40757123,Canada Thistle
Rocky River,Cirsium arvense,41.44837234,-81.83656279,Canada Thistle
Hinckley,Cirsium arvense,41.261752,-81.69199,Canada Thistle
North Chagrin,Cirsium arvense,41.56984329,-81.41509052,Canada Thistle
West Creek,Cirsium arvense,41.38796789,-81.69637678,Canada Thistle
Bedford,Cirsium arvense,41.37634448,-81.54331787,Canada Thistle
Bedford,Cirsium arvense,41.3789246,-81.5436343,Canada Thistle
Cleveland Metroparks Zoo,Cirsium arvense,41.44385996,-81.71272092,Canada Thistle
North Chagrin,Cirsium arvense,41.55838868,-81.43508652,Canada Thistle
South Chagrin,Cirsium arvense,41.41790244,-81.42949006,Canada Thistle
Cleveland Metroparks Zoo,Cirsium arvense,41.44409939,-81.71105954,Canada Thistle
Bedford,Cirsium arvense,41.38398183,-81.51197851,Canada Thistle
Rocky River,Cirsium arvense,41.45204463,-81.83189859,Canada Thistle
Rocky River,Cirsium arvense,41.4485712,-81.83795427,Canada Thistle
North Chagrin,Cirsium arvense,41.57725125,-81.41764432,Canada Thistle
North Chagrin,Cirsium arvense,41.56928024,-81.43874441,Canada Thistle
Acacia,Cirsium arvense,41.50179137,-81.49125767,Canada Thistle
Mill Stream Run,Cirsium arvense,41.30493398,-81.79628137,Canada Thistle
North Chagrin,Cirsium arvense,41.55883653,-81.41650489,Canada Thistle
Brecksville,Cirsium arvense,41.28533944,-81.58817371,Canada Thistle
Rocky River,Cirsium arvense,41.44868468,-81.82831736,Canada Thistle
Bedford,Cirsium arvense,41.36274542,-81.55905531,Canada Thistle
Euclid Creek,Cirsium arvense,41.55912709,-81.53440952,Canada Thistle
Hinckley,Cirsium arvense,41.21570321,-81.68617115,Canada Thistle
Rocky River,Cirsium arvense,41.43047133,-81.85358356,Canada Thistle
North Chagrin,Cirsium arvense,41.5435583,-81.41589631,Canada Thistle
Bedford,Cirsium arvense,41.37119949,-81.56113548,Canada Thistle
South Chagrin,Cirsium arvense,41.41704705,-81.41642864,Canada Thistle
Rocky River,Cirsium arvense,41.4213566,-81.85885024,Canada Thistle
South Chagrin,Cirsium arvense,41.41489448,-81.45646691,Canada Thistle
North Chagrin,Cirsium arvense,41.55329986,-81.41934956,Canada Thistle
Brecksville,Cirsium arvense,41.34176619,-81.59576415,Canada Thistle
South Chagrin,Cirsium arvense,41.42290575,-81.41886014,Canada Thistle
Hinckley,Cirsium arvense,41.21417565,-81.70981946,Canada Thistle
Rocky River,Cirsium arvense,41.4133759,-81.88584155,Canada Thistle
North Chagrin,Cirsium arvense,41.56526224,-81.4307645,Canada Thistle
Brecksville,Cirsium arvense,41.30275583,-81.73790175,Canada Thistle
Mill Stream Run,Cirsium arvense,41.35214045,-81.84646331,Canada Thistle
Bedford,Cirsium arvense,41.37817781,-81.5554415,Canada Thistle
South Chagrin,Cirsium arvense,41.40956686,-81.42637717,Canada Thistle
